age,resign,division,home_distance,education,employee_id,score_environment,major,gender,hourly_rate,score_contribution,job_rank,role,score_job_satisfication,marriage_status,monthly_income,companies_count,underage,over_time,salary_increment_percentage,rate_performance,score_work_relationahip,working_hours,time_total_working,last_year_training_time,score_work_life_balance,time_current_company,time_current_role,time_last_promotion,time_current_manager
27,No,Health and Technology,10,2,FT1110733,4,Life Sciences,Male,32,3,3,Manufacturing Director,1,Divorced,8793,1,No,No,21,4,3,40,9,4,2,9,7,1,7
41,No,Human Resource,1,3,FT1210734,4,Human Resources,Male,59,2,5,Manager,3,Married,19189,1,No,No,12,3,2,40,22,3,3,22,7,2,10
50,No,Marketing,8,4,FT1210738,4,Marketing,Male,54,3,1,Sales Representative,2,Married,3875,7,No,No,15,3,4,40,4,2,3,2,2,2,2
28,Yes,Health and Technology,1,2,FT1210741,1,Life Sciences,Female,67,1,1,Research Scientist,2,Single,2216,7,No,Yes,13,3,4,40,10,4,3,7,7,3,7
36,No,Health and Technology,8,3,FT1210742,1,Life Sciences,Female,63,4,3,Research Director,1,Married,11713,9,No,No,14,3,1,40,10,2,3,8,7,0,5
38,No,Health and Technology,1,3,FT1310743,3,Life Sciences,Female,81,3,3,Manufacturing Director,3,Single,7861,4,No,Yes,14,3,4,40,10,4,4,1,0,0,0
44,No,Health and Technology,24,3,FT1310744,1,Computer Science,Male,49,1,1,Laboratory Technician,3,Single,3708,2,No,No,14,3,3,40,9,5,3,5,2,1,4
47,No,Marketing,3,3,FT1110746,4,Computer Science,Female,49,3,4,Sales Executive,3,Divorced,13770,9,No,Yes,12,3,4,40,28,2,2,22,2,11,13
30,No,Marketing,27,5,FT1210747,3,Marketing,Male,99,3,2,Sales Executive,4,Divorced,5304,7,No,No,23,4,4,40,10,2,2,8,7,7,7
29,No,Marketing,10,3,FT1210749,3,Life Sciences,Male,99,3,1,Sales Representative,3,Single,2642,1,No,No,11,3,3,40,1,6,3,1,0,0,0
42,Yes,Health and Technology,19,3,FT1210752,3,Computer Science,Male,57,4,1,Research Scientist,3,Divorced,2759,6,No,Yes,12,3,4,40,7,2,3,2,2,2,2
43,No,Marketing,15,3,FT1010754,4,Life Sciences,Male,47,2,2,Sales Executive,4,Married,6804,3,No,No,18,3,3,40,7,5,3,2,2,2,2
34,No,Health and Technology,8,2,FT1310757,2,Computer Science,Female,96,3,2,Healthcare Representative,3,Single,6142,3,No,No,11,3,4,40,10,2,3,5,1,4,3
23,No,Health and Technology,9,1,FT1110758,2,Computer Science,Male,37,3,1,Laboratory Technician,1,Married,2500,1,No,No,14,3,4,40,5,2,4,4,3,0,2
39,No,Human Resource,3,3,FT1010760,3,Human Resources,Female,44,4,2,Human Resources,2,Married,6389,9,No,No,15,3,3,40,12,3,1,8,3,3,6
56,No,Health and Technology,9,3,FT1210762,3,Computer Science,Male,81,3,4,Healthcare Representative,4,Married,11103,7,No,No,11,3,3,40,30,1,2,10,7,1,1
40,No,Health and Technology,2,1,FT1010763,4,Computer Science,Female,86,2,1,Research Scientist,4,Single,2342,0,No,Yes,20,4,4,40,5,2,2,4,2,2,3
27,No,Health and Technology,7,3,FT1210764,4,Computer Science,Female,55,2,2,Healthcare Representative,1,Single,6811,8,No,No,19,3,1,40,9,2,1,7,6,0,7
29,No,Marketing,10,3,FT1110766,4,Marketing,Male,83,3,1,Sales Representative,2,Divorced,2297,1,No,No,14,3,4,40,2,2,3,2,2,2,2
53,No,Health and Technology,6,3,FT1110769,4,Life Sciences,Male,86,3,2,Laboratory Technician,4,Single,2450,2,No,No,17,3,4,40,19,4,3,2,2,2,2
35,No,Health and Technology,2,4,FT1210771,4,Life Sciences,Female,61,3,2,Healthcare Representative,1,Divorced,5093,2,No,No,11,3,1,40,16,2,4,1,0,0,0
32,No,Health and Technology,24,4,FT1210772,1,Life Sciences,Male,80,3,2,Laboratory Technician,4,Married,5309,1,No,No,15,3,4,40,10,2,3,10,8,4,7
38,No,Health and Technology,2,5,FT1010773,4,Computer Science,Male,92,3,1,Research Scientist,3,Married,3057,6,No,Yes,13,3,2,40,6,0,1,1,0,0,1
34,No,Health and Technology,8,5,FT1210775,2,Life Sciences,Female,32,3,2,Manufacturing Director,1,Divorced,5121,3,No,No,14,3,3,40,7,3,3,0,0,0,0
52,No,Marketing,3,4,FT1010776,3,Marketing,Male,31,2,4,Manager,1,Married,16856,1,No,No,11,3,1,40,34,3,4,34,6,1,16
33,Yes,Health and Technology,1,4,FT1110780,4,Other,Male,63,3,1,Research Scientist,4,Single,2686,1,No,Yes,13,3,3,40,10,2,2,10,9,7,8
25,No,Marketing,26,1,FT1110781,3,Computer Science,Female,32,3,2,Sales Executive,4,Single,6180,1,No,No,23,4,2,40,6,5,2,6,5,1,4
45,No,Marketing,2,2,FT1210783,2,Technical Degree,Male,46,1,2,Sales Representative,3,Single,6632,0,No,No,13,3,1,40,9,3,3,8,7,3,1
23,No,Health and Technology,10,1,FT1210784,1,Computer Science,Male,79,4,1,Research Scientist,3,Single,3505,1,No,No,18,3,4,40,2,3,3,2,2,0,2
47,Yes,Marketing,27,2,FT1010785,2,Life Sciences,Female,77,4,2,Sales Executive,3,Single,6397,4,No,Yes,12,3,4,40,8,2,3,5,4,1,3
34,No,Marketing,2,3,FT1210786,4,Other,Male,60,3,2,Sales Executive,4,Single,6274,1,No,No,22,4,3,40,6,5,3,6,5,1,4
55,Yes,Health and Technology,2,3,FT1510787,4,Computer Science,Male,78,3,5,Manager,1,Married,19859,5,No,Yes,13,3,4,40,24,2,3,5,2,1,4
36,No,Marketing,8,4,FT1010789,1,Life Sciences,Male,76,2,3,Sales Executive,1,Single,7587,1,No,No,15,3,2,40,10,1,3,10,7,0,9
52,No,Health and Technology,19,4,FT1410791,4,Computer Science,Male,41,3,1,Research Scientist,4,Married,4258,0,No,No,18,3,1,40,5,3,3,4,3,1,2
26,No,Health and Technology,1,2,FT1110792,1,Life Sciences,Female,71,1,1,Laboratory Technician,4,Divorced,4364,3,No,No,14,3,1,40,5,2,3,2,2,2,0
29,No,Health and Technology,27,3,FT1010793,2,Computer Science,Female,66,3,2,Healthcare Representative,3,Married,4335,4,No,No,12,3,1,40,11,3,2,8,7,1,1
26,Yes,Marketing,8,3,FT1110796,4,Technical Degree,Male,38,2,2,Sales Executive,1,Single,5326,6,No,No,17,3,3,40,6,2,2,4,3,1,2
34,No,Health and Technology,1,4,FT1010797,2,Life Sciences,Female,72,4,1,Research Scientist,4,Single,3280,2,No,No,16,3,3,40,10,2,3,4,2,1,3
54,No,Health and Technology,19,4,FT1210799,4,Computer Science,Female,95,3,2,Manufacturing Director,1,Divorced,5485,9,No,Yes,11,3,2,40,9,4,3,5,3,1,4
27,No,Marketing,8,1,FT1110800,3,Marketing,Male,84,3,2,Sales Executive,4,Married,4342,0,No,No,19,3,2,40,5,3,3,4,2,1,1
37,No,Health and Technology,10,1,FT1110802,4,Life Sciences,Female,82,3,1,Research Scientist,1,Divorced,2782,0,No,Yes,13,3,2,40,6,3,2,5,3,4,3
38,No,Health and Technology,2,4,FT1010803,1,Life Sciences,Female,75,4,2,Manufacturing Director,1,Single,5980,6,No,Yes,12,3,4,40,17,2,3,15,7,4,12
34,No,Health and Technology,2,4,FT1110804,3,Computer Science,Female,86,2,1,Research Scientist,1,Single,4381,1,No,No,11,3,3,40,6,3,3,6,5,1,3
35,No,Marketing,8,4,FT1310805,1,Life Sciences,Female,72,3,1,Sales Representative,4,Married,2572,1,No,No,16,3,2,40,3,1,2,3,2,0,2
30,No,Health and Technology,1,3,FT1010806,4,Life Sciences,Male,38,1,1,Laboratory Technician,3,Married,3833,3,No,No,21,4,3,40,7,2,3,2,2,0,2
40,No,Health and Technology,2,2,FT1110807,3,Computer Science,Female,38,4,2,Healthcare Representative,2,Married,4244,1,No,No,24,4,4,40,8,2,3,8,7,3,7
34,No,Marketing,8,2,FT1010808,3,Life Sciences,Female,93,3,2,Sales Executive,1,Married,6500,5,No,No,17,3,2,40,6,1,3,3,2,1,2
42,No,Health and Technology,8,3,FT1310809,2,Life Sciences,Male,66,3,5,Manager,4,Divorced,18430,1,No,No,13,3,2,40,24,4,2,24,7,14,9
23,Yes,Health and Technology,6,3,FT1010811,3,Life Sciences,Male,63,4,1,Laboratory Technician,1,Married,1601,1,No,Yes,21,4,3,40,1,2,3,0,0,0,0
24,No,Health and Technology,9,3,FT1110812,3,Life Sciences,Male,60,2,1,Laboratory Technician,2,Divorced,2694,1,No,No,11,3,3,40,1,4,3,1,0,0,0
52,No,Health and Technology,11,4,FT1210813,4,Life Sciences,Female,82,3,2,Laboratory Technician,3,Married,3149,8,No,No,20,4,2,40,9,3,3,5,2,1,4
50,No,Health and Technology,2,3,FT1210815,3,Computer Science,Male,64,3,4,Research Director,3,Married,17639,5,No,No,16,3,4,40,30,3,3,4,3,0,3
29,Yes,Health and Technology,1,2,FT1010816,2,Life Sciences,Female,36,2,1,Laboratory Technician,1,Married,2319,1,No,Yes,11,3,4,40,1,1,3,1,0,0,0
33,No,Health and Technology,7,3,FT1110817,3,Computer Science,Male,49,3,3,Research Director,3,Married,11691,0,No,No,11,3,4,40,14,3,4,13,9,3,7
33,Yes,Marketing,16,3,FT1210819,1,Marketing,Female,69,3,2,Sales Executive,1,Single,5324,5,No,No,15,3,3,40,6,3,3,3,2,0,2
47,No,Health and Technology,2,2,FT1310820,3,Other,Female,33,3,4,Manager,4,Married,16752,1,No,Yes,11,3,3,40,26,3,2,26,14,3,0
36,No,Health and Technology,1,3,FT1210823,3,Other,Female,35,3,2,Manufacturing Director,2,Married,5228,0,No,No,15,3,1,40,10,2,3,9,7,0,5
29,No,Health and Technology,23,2,FT1010824,3,Life Sciences,Male,81,4,1,Research Scientist,3,Married,2700,1,No,No,24,4,3,40,10,3,3,10,7,0,7
58,Yes,Health and Technology,2,4,FT1410825,4,Life Sciences,Male,31,3,5,Research Director,2,Single,19246,7,No,Yes,12,3,4,40,40,2,3,31,15,13,8
35,No,Health and Technology,1,4,FT1110826,4,Life Sciences,Female,40,4,1,Research Scientist,3,Single,2506,3,No,No,13,3,3,40,7,0,3,2,2,2,2
42,No,Health and Technology,1,2,FT1010827,4,Life Sciences,Female,43,2,2,Manufacturing Director,4,Married,6062,9,No,Yes,13,3,4,40,8,4,3,4,3,0,2
28,Yes,Health and Technology,2,4,FT1010828,3,Computer Science,Male,46,3,1,Research Scientist,3,Single,4382,6,No,No,17,3,4,40,5,3,2,2,2,2,1
36,No,Human Resource,13,3,FT1110829,3,Human Resources,Male,36,3,1,Human Resources,2,Married,2143,4,No,No,13,3,2,40,8,2,3,5,2,0,4
32,No,Health and Technology,4,3,FT1210830,3,Life Sciences,Female,98,2,2,Manufacturing Director,3,Married,6162,1,No,No,12,3,3,40,14,3,3,14,13,6,8
40,No,Health and Technology,16,4,FT1210832,1,Computer Science,Male,51,2,2,Laboratory Technician,3,Single,5094,6,No,No,14,3,4,40,10,6,3,1,0,0,0
30,No,Health and Technology,2,3,FT1110833,3,Computer Science,Female,52,2,2,Manufacturing Director,4,Single,6877,5,No,Yes,24,4,2,40,12,4,2,0,0,0,0
45,No,Health and Technology,2,3,FT1410834,2,Life Sciences,Female,95,2,1,Research Scientist,3,Single,2274,1,No,No,14,3,4,40,1,3,3,1,0,0,0
42,No,Health and Technology,29,3,FT1110836,2,Life Sciences,Male,98,3,2,Manufacturing Director,2,Married,4434,1,No,No,13,3,4,40,10,3,2,9,8,7,8
38,No,Health and Technology,12,3,FT1010837,1,Life Sciences,Male,45,2,2,Healthcare Representative,1,Divorced,6288,2,No,No,15,3,3,40,13,3,2,4,3,1,2
34,No,Health and Technology,16,4,FT1310838,3,Life Sciences,Female,100,2,1,Research Scientist,4,Single,2553,1,No,No,16,3,3,40,6,3,3,5,2,1,3
49,Yes,Marketing,11,3,FT1210840,3,Marketing,Female,43,3,3,Sales Executive,4,Married,7654,1,No,No,18,3,1,40,9,3,4,9,8,7,7
55,Yes,Marketing,2,1,FT1010842,3,Computer Science,Male,37,3,2,Sales Executive,4,Single,5160,4,No,No,16,3,3,40,12,3,2,9,7,7,3
43,No,Health and Technology,14,2,FT1110843,2,Life Sciences,Male,94,3,4,Research Director,1,Married,17159,6,No,No,24,4,3,40,22,3,3,4,1,1,0
27,No,Health and Technology,5,1,FT1110844,3,Technical Degree,Male,42,2,3,Research Director,4,Divorced,12808,1,No,Yes,16,3,2,40,9,3,3,9,8,0,8
35,No,Health and Technology,7,3,FT1010845,3,Other,Male,59,3,3,Manufacturing Director,3,Single,10221,3,No,No,21,4,2,40,17,3,4,8,5,1,6
28,No,Marketing,2,4,FT1210846,2,Marketing,Female,81,3,2,Sales Executive,2,Married,4779,1,No,Yes,20,4,1,40,8,2,3,8,7,7,5
34,No,Human Resource,3,2,FT1210847,3,Human Resources,Male,88,3,1,Human Resources,4,Married,3737,0,No,No,19,3,3,40,4,1,1,3,2,0,2
26,Yes,Health and Technology,5,2,FT1010848,3,Computer Science,Female,88,2,1,Research Scientist,3,Married,2366,1,No,Yes,14,3,1,40,8,2,3,8,7,1,7
27,No,Health and Technology,3,3,FT1110850,4,Computer Science,Male,50,3,1,Research Scientist,4,Married,1706,1,No,No,11,3,3,40,0,6,2,0,0,0,0
51,No,Marketing,26,4,FT1410851,1,Marketing,Female,66,3,4,Manager,3,Married,16307,2,No,No,14,3,3,40,29,2,2,20,6,4,17
44,No,Health and Technology,4,3,FT1210852,4,Computer Science,Male,50,3,2,Healthcare Representative,2,Single,5933,9,No,No,12,3,4,40,10,2,2,5,2,2,3
25,No,Health and Technology,2,1,FT1210854,1,Computer Science,Male,65,4,1,Research Scientist,1,Single,3424,7,No,No,13,3,3,40,6,3,2,4,3,0,1
33,No,Marketing,1,3,FT1310855,1,Computer Science,Male,48,4,2,Sales Executive,1,Divorced,4037,1,No,No,22,4,1,40,9,5,3,9,8,0,8
35,No,Health and Technology,27,1,FT1010856,3,Computer Science,Female,53,2,1,Research Scientist,1,Single,2559,1,No,No,11,3,4,40,6,3,2,6,5,1,1
36,No,Marketing,1,2,FT1110857,2,Life Sciences,Male,56,3,2,Sales Executive,4,Married,6201,1,No,Yes,14,3,4,40,18,1,2,18,14,4,11
32,No,Marketing,13,4,FT1010859,2,Life Sciences,Male,73,3,2,Sales Executive,4,Divorced,4403,2,No,No,11,3,3,40,8,3,2,5,2,0,3
30,No,Health and Technology,5,4,FT1210861,2,Life Sciences,Male,75,2,1,Research Scientist,4,Divorced,3761,9,No,No,12,3,2,40,10,3,2,5,4,0,3
53,No,Marketing,7,2,FT1310862,1,Marketing,Female,78,2,3,Sales Executive,4,Married,10934,7,No,Yes,18,3,4,40,35,3,3,5,2,0,4
45,No,Marketing,9,3,FT1010864,4,Marketing,Male,74,3,3,Sales Executive,1,Divorced,10761,4,No,Yes,12,3,3,40,18,2,3,5,4,0,2
32,No,Health and Technology,8,2,FT1210865,3,Computer Science,Female,91,4,2,Research Scientist,3,Married,5175,5,No,No,12,3,3,40,9,3,2,5,3,1,3
52,No,Health and Technology,25,4,FT1210867,3,Computer Science,Female,81,2,4,Manufacturing Director,4,Married,13826,3,No,No,22,4,3,40,31,3,3,9,8,0,0
37,No,Marketing,16,4,FT1110868,4,Marketing,Male,66,2,2,Sales Executive,3,Divorced,6334,4,No,No,19,3,4,40,9,2,3,1,0,0,0
28,No,Human Resource,8,2,FT1110869,2,Computer Science,Male,63,2,1,Human Resources,4,Divorced,4936,1,No,No,13,3,4,40,6,6,3,5,1,0,4
22,No,Health and Technology,1,2,FT1110872,4,Life Sciences,Male,33,2,2,Manufacturing Director,4,Married,4775,6,No,No,22,4,1,40,4,2,1,2,2,2,2
44,No,Health and Technology,8,4,FT1010874,1,Life Sciences,Male,62,4,1,Laboratory Technician,4,Married,2818,2,No,Yes,24,4,3,40,10,2,2,3,2,0,2
42,No,Health and Technology,2,1,FT1310875,2,Computer Science,Male,35,3,1,Research Scientist,4,Single,2515,5,No,Yes,14,3,4,40,8,2,3,2,1,2,2
36,No,Human Resource,8,3,FT1210878,1,Life Sciences,Male,77,2,1,Human Resources,1,Married,2342,0,No,No,21,4,3,40,6,3,3,5,4,0,3
25,No,Marketing,3,1,FT1010879,3,Other,Male,98,3,2,Sales Executive,1,Married,4194,1,No,Yes,18,3,4,40,5,3,3,5,3,0,3
35,No,Health and Technology,9,3,FT1010880,4,Life Sciences,Female,66,2,3,Manufacturing Director,3,Married,10685,1,No,Yes,20,4,2,40,17,2,3,17,14,5,15
35,Yes,Health and Technology,25,4,FT1110881,4,Life Sciences,Female,96,3,1,Research Scientist,2,Divorced,2022,1,No,Yes,19,3,1,40,10,3,2,10,2,7,8
32,No,Health and Technology,1,3,FT1010882,4,Life Sciences,Male,61,3,1,Laboratory Technician,4,Divorced,2314,0,No,No,12,3,2,40,4,2,3,3,0,0,2
25,No,Marketing,4,1,FT1110885,3,Marketing,Male,87,2,2,Sales Executive,1,Married,4256,1,No,No,12,3,1,40,5,1,4,5,2,0,3
49,No,Health and Technology,1,3,FT1310887,3,Technical Degree,Female,36,3,1,Research Scientist,1,Married,3580,2,No,No,16,3,2,40,7,2,3,4,2,0,2
24,No,Health and Technology,4,1,FT1210888,1,Life Sciences,Male,46,2,1,Laboratory Technician,4,Married,3162,0,No,No,17,3,4,40,6,2,2,5,2,3,4
32,No,Marketing,5,2,FT1110889,2,Life Sciences,Male,48,3,2,Sales Executive,2,Married,6524,1,No,No,14,3,4,40,10,3,3,10,8,5,3
38,No,Marketing,9,3,FT1110893,2,Marketing,Male,98,2,1,Sales Representative,2,Married,2899,0,No,No,19,3,4,40,3,3,3,2,2,1,2
42,No,Health and Technology,3,3,FT1010894,3,Life Sciences,Female,95,4,2,Laboratory Technician,4,Married,5231,2,No,Yes,13,3,2,40,17,1,2,5,3,1,3
31,No,Health and Technology,11,4,FT1010895,4,Life Sciences,Male,48,3,1,Research Scientist,4,Married,2356,3,No,Yes,19,3,2,40,8,2,3,6,4,0,2
29,Yes,Marketing,1,3,FT1110896,2,Computer Science,Female,48,2,1,Sales Representative,3,Divorced,2800,6,No,Yes,19,3,3,40,5,3,3,3,2,0,2
53,No,Marketing,8,3,FT1310897,1,Marketing,Male,73,3,4,Sales Executive,4,Married,11836,5,No,No,14,3,3,40,28,3,3,2,0,2,2
35,No,Health and Technology,25,3,FT1010899,4,Technical Degree,Male,78,2,3,Manufacturing Director,2,Married,10903,3,No,No,16,3,1,40,16,2,3,13,10,4,8
37,No,Marketing,21,2,FT1310900,3,Computer Science,Female,54,3,1,Sales Representative,4,Married,2973,5,No,No,15,3,2,40,10,3,3,5,4,0,0
53,No,Health and Technology,23,4,FT1410901,4,Life Sciences,Female,72,3,4,Research Director,4,Single,14275,6,No,No,18,3,3,40,33,0,3,12,9,3,8
43,No,Health and Technology,1,3,FT1210902,4,Life Sciences,Female,33,3,2,Healthcare Representative,4,Married,5562,4,No,No,13,3,2,40,12,2,2,5,2,2,2
47,No,Marketing,2,2,FT1110903,3,Marketing,Female,35,3,2,Sales Executive,4,Married,4537,0,No,Yes,22,4,1,40,8,2,3,7,6,7,7
37,No,Marketing,19,2,FT1310904,1,Computer Science,Male,32,3,3,Sales Executive,2,Single,7642,1,No,Yes,13,3,4,40,10,2,3,10,0,0,9
50,No,Health and Technology,2,4,FT1410905,1,Life Sciences,Male,98,3,4,Manager,1,Divorced,17924,1,No,No,11,3,4,40,31,3,3,31,6,14,7
39,No,Human Resource,2,3,FT1110909,4,Life Sciences,Female,42,2,2,Human Resources,4,Married,5204,8,No,No,11,3,3,40,13,2,3,5,4,0,4
33,No,Human Resource,3,2,FT1010910,4,Human Resources,Male,57,3,1,Human Resources,2,Divorced,2277,3,No,Yes,11,3,3,40,7,4,4,4,3,0,3
32,Yes,Health and Technology,25,4,FT1210911,1,Life Sciences,Male,87,3,1,Laboratory Technician,4,Single,2795,1,No,Yes,24,4,3,40,1,2,1,1,0,0,1
29,No,Health and Technology,7,1,FT1010912,1,Computer Science,Female,62,2,1,Laboratory Technician,4,Divorced,2532,6,No,No,14,3,3,40,8,5,3,4,3,0,3
44,No,Health and Technology,9,2,FT1010913,2,Life Sciences,Male,61,3,1,Research Scientist,1,Married,2559,1,No,Yes,13,3,4,40,8,0,3,8,7,7,1
28,No,Marketing,5,4,FT1110916,1,Computer Science,Male,98,3,2,Sales Executive,4,Single,4908,1,No,No,14,3,2,40,4,3,3,4,2,0,2
58,Yes,Health and Technology,2,1,FT1310918,4,Life Sciences,Male,57,2,1,Laboratory Technician,4,Divorced,2380,9,No,Yes,14,3,4,40,3,3,2,1,0,0,0
43,No,Health and Technology,8,3,FT1010920,1,Life Sciences,Female,55,3,2,Manufacturing Director,2,Divorced,4765,4,No,No,21,4,3,40,4,2,4,1,0,0,0
20,Yes,Marketing,2,3,FT1110922,3,Computer Science,Female,49,2,1,Sales Representative,3,Single,2044,1,No,No,13,3,4,40,2,3,2,2,2,0,2
21,Yes,Health and Technology,18,1,FT1010923,4,Other,Female,65,3,1,Research Scientist,4,Single,2693,1,No,No,19,3,1,40,1,3,2,1,0,0,0
36,No,Health and Technology,14,1,FT1210924,3,Life Sciences,Male,68,3,2,Healthcare Representative,4,Married,6586,0,No,Yes,17,3,1,40,17,2,2,16,8,4,11
47,No,Marketing,2,4,FT1110925,4,Life Sciences,Female,65,2,1,Sales Representative,4,Single,3294,1,No,Yes,18,3,1,40,3,3,2,3,2,1,2
22,Yes,Health and Technology,3,1,FT1010926,2,Life Sciences,Female,34,3,2,Manufacturing Director,3,Married,4171,0,No,Yes,19,3,1,40,4,3,4,3,2,0,2
41,Yes,Health and Technology,2,4,FT1310927,2,Life Sciences,Female,57,1,1,Laboratory Technician,4,Divorced,2778,4,No,Yes,13,3,3,40,10,1,2,7,7,1,0
28,No,Health and Technology,9,3,FT1210930,3,Computer Science,Female,77,3,1,Research Scientist,3,Divorced,2377,5,No,No,18,3,2,40,6,2,3,2,2,2,2
39,Yes,Health and Technology,6,3,FT1110932,4,Computer Science,Male,70,3,1,Laboratory Technician,1,Married,2404,7,No,Yes,21,4,4,40,8,2,1,2,2,2,2
27,No,Health and Technology,4,3,FT1110933,2,Life Sciences,Female,76,3,1,Research Scientist,3,Single,2318,1,No,No,19,3,3,40,1,2,3,1,1,0,0
34,No,Health and Technology,10,3,FT1110934,2,Life Sciences,Male,83,3,1,Laboratory Technician,2,Divorced,2008,1,No,No,14,3,2,40,1,3,3,1,0,1,0
42,No,Marketing,14,2,FT1310936,3,Computer Science,Female,68,2,2,Sales Executive,3,Single,6244,7,No,No,17,3,1,40,10,6,3,5,4,0,3
33,No,Health and Technology,1,4,FT1110939,3,Other,Male,100,2,1,Research Scientist,1,Single,2799,3,No,Yes,11,3,2,40,6,1,3,3,2,0,2
58,No,Health and Technology,5,3,FT1310940,3,Technical Degree,Female,37,2,3,Healthcare Representative,2,Divorced,10552,2,No,Yes,13,3,4,40,24,3,3,6,0,0,4
31,No,Marketing,7,4,FT1210941,2,Life Sciences,Male,41,2,1,Sales Representative,3,Married,2329,3,No,No,15,3,2,40,13,2,4,7,7,5,2
35,No,Health and Technology,21,1,FT1210942,4,Life Sciences,Female,51,3,2,Healthcare Representative,4,Married,4014,1,No,Yes,25,4,4,40,10,2,1,10,6,0,7
49,No,Health and Technology,8,2,FT1210944,1,Other,Female,51,3,3,Laboratory Technician,2,Married,7403,4,No,No,11,3,3,40,29,3,2,26,9,1,7
48,No,Health and Technology,20,4,FT1310945,4,Computer Science,Male,51,3,1,Research Scientist,3,Married,2259,4,No,No,17,3,1,40,13,2,2,0,0,0,0
31,No,Marketing,20,2,FT1110947,4,Marketing,Female,45,3,2,Sales Executive,3,Married,6932,1,No,No,13,3,4,40,9,2,2,9,8,0,0
36,No,Health and Technology,7,4,FT1210949,2,Other,Male,65,3,1,Research Scientist,4,Single,4678,2,No,No,18,3,3,40,8,6,3,6,2,0,1
38,No,Health and Technology,1,3,FT1110950,4,Technical Degree,Female,80,3,3,Research Director,1,Married,13582,1,No,No,13,3,2,40,15,3,3,15,12,5,11
32,No,Health and Technology,1,3,FT1110951,3,Life Sciences,Female,70,2,1,Laboratory Technician,2,Married,2332,6,No,No,20,4,3,40,5,3,3,3,0,0,2
25,Yes,Marketing,19,2,FT1110952,3,Marketing,Male,36,2,1,Sales Representative,2,Married,2413,1,No,Yes,18,3,3,40,1,2,3,1,0,0,0
40,No,Marketing,10,4,FT1210954,1,Marketing,Male,67,2,3,Sales Executive,2,Divorced,9705,2,No,No,12,3,2,40,11,2,2,1,0,0,0
26,No,Marketing,1,3,FT1010956,3,Computer Science,Male,52,2,2,Sales Executive,1,Single,4294,1,No,No,12,3,2,40,7,2,3,7,7,0,7
41,No,Health and Technology,6,3,FT1210957,4,Computer Science,Male,59,3,1,Laboratory Technician,1,Single,4721,2,No,Yes,13,3,3,40,20,3,3,18,13,2,17
36,No,Health and Technology,2,4,FT1210958,3,Computer Science,Male,79,3,1,Laboratory Technician,3,Single,2519,4,No,No,21,4,3,40,16,6,3,11,8,3,9
19,Yes,Marketing,21,3,FT1110959,4,Other,Male,37,2,1,Sales Representative,2,Single,2121,1,No,Yes,13,3,2,40,1,3,4,1,0,0,0
20,Yes,Health and Technology,4,3,FT1110960,1,Technical Degree,Male,84,3,1,Laboratory Technician,1,Single,2973,1,No,No,19,3,2,40,1,2,3,1,0,0,0
31,No,Health and Technology,12,3,FT1210961,4,Computer Science,Female,41,3,2,Healthcare Representative,4,Married,5855,0,No,Yes,11,3,3,40,10,2,1,9,7,8,5
40,No,Health and Technology,9,4,FT1210964,4,Computer Science,Male,35,3,1,Research Scientist,2,Divorced,3617,8,No,Yes,14,3,4,40,3,2,3,1,1,0,0
32,No,Health and Technology,3,4,FT1210966,3,Computer Science,Female,93,3,2,Manufacturing Director,1,Married,6725,1,No,No,12,3,3,40,8,2,4,8,7,6,3
36,Yes,Marketing,3,1,FT1110967,3,Life Sciences,Male,51,2,3,Sales Executive,4,Married,10325,1,No,Yes,11,3,1,40,16,6,3,16,7,3,7
33,No,Health and Technology,1,3,FT1210969,2,Life Sciences,Female,42,2,2,Healthcare Representative,4,Single,6949,0,No,No,14,3,1,40,6,3,3,5,0,1,4
37,Yes,Marketing,1,4,FT1110970,1,Life Sciences,Male,46,2,3,Sales Executive,3,Married,10609,5,No,No,11,3,3,40,17,2,1,14,1,11,7
45,No,Health and Technology,4,2,FT1110972,3,Life Sciences,Male,57,3,2,Laboratory Technician,2,Married,4447,1,No,No,12,3,2,40,9,5,2,9,7,0,8
29,No,Marketing,20,3,FT1010974,3,Technical Degree,Female,84,3,1,Sales Representative,4,Married,2157,1,No,No,15,3,2,40,3,5,3,3,1,0,2
35,No,Marketing,18,3,FT1010975,3,Computer Science,Female,86,3,2,Sales Executive,3,Married,4601,1,No,No,16,3,2,40,5,3,3,5,2,1,0
52,No,Health and Technology,1,2,FT1210976,4,Life Sciences,Male,70,3,4,Manager,4,Married,17099,2,No,No,15,3,2,40,26,2,2,9,8,7,8
58,Yes,Health and Technology,2,3,FT1010977,4,Technical Degree,Male,51,3,1,Research Scientist,3,Single,2479,4,No,No,24,4,1,40,7,4,3,1,0,0,0
53,No,Marketing,2,2,FT1110981,3,Computer Science,Male,45,3,4,Manager,3,Divorced,14852,6,No,No,13,3,3,40,22,3,4,17,13,15,2
30,No,Marketing,8,2,FT1210982,3,Other,Male,62,3,3,Sales Executive,3,Divorced,7264,5,No,No,11,3,1,40,10,2,4,8,4,7,7
38,No,Marketing,10,3,FT1110983,3,Technical Degree,Female,85,3,2,Sales Executive,4,Single,5666,1,No,Yes,13,3,2,40,6,1,3,5,3,1,3
35,No,Marketing,3,4,FT1010984,4,Life Sciences,Male,92,3,3,Sales Executive,4,Divorced,7823,6,No,No,13,3,2,40,12,2,3,10,9,0,8
